latitude,longitude,country_code,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
-34.286894,-61.293034,ARG,,,,,,17.7,6.5,27.0,31.0,43.0,
-34.286894,-61.293034,ARG,,,,,,8.1,6.5,23.0,30.0,47.0,
-34.286894,-61.293034,ARG,,,,,,4.5,6.6,21.0,25.0,55.0,
-34.286894,-61.293034,ARG,,,,,,2.8,6.5,17.0,21.0,63.0,
-34.121389,-65.341389,ARG,,,,,,0.4,7.75,2.0,2.0,96.0,
-34.121389,-65.341389,ARG,,,,,,,7.9,3.0,1.0,96.0,
-32.827778,-65.911111,ARG,,,,,,18.6,6.2,10.0,23.0,67.0,
-32.827778,-65.911111,ARG,,,,,,15.5,6.23,,,,
-32.827778,-65.911111,ARG,,,,,,7.4,6.9,12.0,31.0,57.0,
-32.831389,-65.919722,ARG,,,,,,17.8,6.44,,,,
-32.831389,-65.919722,ARG,,,,,,10.2,6.98,,,,
-32.831389,-65.919722,ARG,,,,,,6.8,7.59,,,,
-32.951389,-65.8325,ARG,,,,,,23.9,7.56,,,,
-32.951389,-65.8325,ARG,,,,,,10.7,7.75,,,,
-32.951389,-65.8325,ARG,,,,,,8.7,7.88,,,,
-32.919167,-65.855556,ARG,,,,,,23.9,6.45,,,,
-32.919167,-65.855556,ARG,,,,,,19.6,6.56,,,,
-32.919167,-65.855556,ARG,,,,,,9.4,8.72,,,,
-33.863333,-66.247778,ARG,,,,,,9.0,8.09,,,,
-33.863333,-66.247778,ARG,,,,,,7.2,8.26,,,,
-33.863333,-66.247778,ARG,,,,,,3.8,8.51,,,,
-33.964444,-66.466111,ARG,,,,,,33.5,,,,,
-33.964444,-66.466111,ARG,,,,,,6.5,,,,,
-33.964444,-66.466111,ARG,,,,,,6.7,,,,,
-33.964444,-66.466111,ARG,,,,,,6.3,,,,,
-33.964444,-66.466111,ARG,,,,,,5.1,,14.0,35.0,51.0,
-34.150556,-66.4775,ARG,,,,,,15.9,7.8,,,,
-34.150556,-66.4775,ARG,,,,,,12.0,8.19,,,,
-34.150556,-66.4775,ARG,,,,,,7.7,7.82,,,,
-33.970278,-66.557222,ARG,,,,,,10.9,7.74,10.0,28.0,62.0,
-33.970278,-66.557222,ARG,,,,,,5.9,8.08,,,,
-33.970278,-66.557222,ARG,,,,,,10.5,8.0,13.0,46.0,42.0,
-33.970278,-66.557222,ARG,,,,,,4.0,8.0,13.0,27.0,61.0,
-34.011389,-66.604444,ARG,,,,,,3.9,7.66,,,,
-34.011389,-66.604444,ARG,,,,,,3.4,9.02,,,,
-34.011389,-66.604444,ARG,,,,,,1.7,7.89,,,,
-34.33063,-61.179071,ARG,,,,,,18.3,6.1,13.0,18.0,68.0,
-34.33063,-61.179071,ARG,,,,,,17.3,6.2,18.0,22.0,60.0,
-34.33063,-61.179071,ARG,,,,,,6.2,6.6,15.0,18.0,67.0,
-34.33063,-61.179071,ARG,,,,,,2.3,6.9,13.0,17.0,70.0,
-34.33063,-61.179071,ARG,,,,,,1.6,7.2,9.0,11.0,81.0,
-34.646944,-66.485833,ARG,,,,,,8.7,7.81,,,,
-34.646944,-66.485833,ARG,,,,,,3.9,8.39,,,,
-34.646944,-66.485833,ARG,,,,,,2.9,8.54,,,,
-34.646944,-66.485833,ARG,,,,,,1.8,8.66,,,,
-34.377222,-66.481944,ARG,,,,,,6.8,8.11,,,,
-34.377222,-66.481944,ARG,,,,,,6.5,8.32,,,,
-34.377222,-66.481944,ARG,,,,,,6.5,8.1,,,,
-34.088333,-66.451667,ARG,,,,,,8.3,8.5,,,,
-34.088333,-66.451667,ARG,,,,,,6.6,8.52,,,,
-34.088333,-66.451667,ARG,,,,,,2.7,8.66,,,,
-34.288558,-61.167738,ARG,,,,,,19.5,6.3,18.0,35.0,47.0,
-34.288558,-61.167738,ARG,,,,,,17.3,6.5,21.0,32.0,47.0,
-34.288558,-61.167738,ARG,,,,,,5.6,7.0,21.0,29.0,49.0,
-34.288558,-61.167738,ARG,,,,,,4.3,7.4,19.0,28.0,54.0,
-34.288558,-61.167738,ARG,,,,,,0.7,7.5,14.0,29.0,57.0,
-34.129722,-66.4275,ARG,,,,,,7.8,6.68,13.0,30.0,58.0,
-34.129722,-66.4275,ARG,,,,,,5.5,8.29,12.0,33.0,55.0,
-34.129722,-66.4275,ARG,,,,,,3.8,8.5,,,,
-34.129722,-66.4275,ARG,,,,,,2.7,8.32,,,,
-34.264298,-61.116886,ARG,,,,,,20.8,6.2,20.0,40.0,40.0,
-34.264298,-61.116886,ARG,,,,,,18.8,6.1,21.0,42.0,37.0,
-34.264298,-61.116886,ARG,,,,,,6.5,7.0,27.0,35.0,38.0,
-34.264298,-61.116886,ARG,,,,,,2.9,7.1,20.0,37.0,43.0,
-34.264298,-61.116886,ARG,,,,,,2.7,7.7,19.0,35.0,46.0,
-34.264298,-61.116886,ARG,,,,,,1.2,7.4,19.0,36.0,45.0,
-34.506111,-66.210556,ARG,,,,,,11.8,7.71,,,,
-34.506111,-66.210556,ARG,,,,,,10.3,8.09,,,,
-34.506111,-66.210556,ARG,,,,,,5.6,8.31,,,,
-34.506111,-66.210556,ARG,,,,,,3.4,8.42,,,,
-34.213611,-66.289444,ARG,,,,,,8.7,6.82,,,,
-34.213611,-66.289444,ARG,,,,,,4.9,8.29,,,,
-34.213611,-66.289444,ARG,,,,,,3.8,8.41,,,,
-34.753056,-65.444167,ARG,,,,,,2.9,6.78,,,,
-34.753056,-65.444167,ARG,,,,,,2.5,7.46,,,,
-34.753056,-65.444167,ARG,,,,,,2.0,8.58,,,,
-34.222669,-61.128847,ARG,,,,,,27.2,6.1,23.0,41.0,37.0,
-34.222669,-61.128847,ARG,,,,,,16.4,6.8,25.0,43.0,32.0,
-34.222669,-61.128847,ARG,,,,,,7.7,7.0,26.0,37.0,37.0,
-34.222669,-61.128847,ARG,,,,,,4.0,7.2,23.0,36.0,41.0,
-34.222669,-61.128847,ARG,,,,,,2.5,7.3,21.0,37.0,43.0,
-34.222669,-61.128847,ARG,,,,,,,7.8,18.0,35.0,47.0,
-33.367778,-66.043889,ARG,,,,,,7.4,7.42,,,,
-33.367778,-66.043889,ARG,,,,,,1.0,7.8,,,,
-33.367778,-66.043889,ARG,,,,,,3.3,8.71,,,,
-34.672222,-65.749167,ARG,,,,,,3.6,6.78,,,,
-34.672222,-65.749167,ARG,,,,,,2.6,7.27,4.0,8.0,88.0,
-34.672222,-65.749167,ARG,,,,,,1.1,7.48,4.0,16.0,80.0,
-34.4275,-66.176667,ARG,,,,,,8.6,7.76,10.0,35.0,55.0,
-34.4275,-66.176667,ARG,,,,,,5.8,8.24,11.0,30.0,59.0,
-34.4275,-66.176667,ARG,,,,,,3.5,8.51,10.0,32.0,58.0,
-34.348889,-66.180278,ARG,,,,,,7.1,8.16,,,,
-34.348889,-66.180278,ARG,,,,,,5.1,8.28,,,,
-34.348889,-66.180278,ARG,,,,,,3.8,8.34,,,,
-34.260278,-66.381944,ARG,,,,,,4.3,6.83,11.0,19.0,70.0,
-34.260278,-66.381944,ARG,,,,,,3.5,8.06,10.0,18.0,72.0,
-34.260278,-66.381944,ARG,,,,,,1.8,8.37,9.0,17.0,74.0,
-35.214167,-65.616111,ARG,,,,,,2.5,6.55,4.0,16.0,80.0,
-35.214167,-65.616111,ARG,,,,,,1.3,6.9,3.0,7.0,90.0,
-35.214167,-65.616111,ARG,,,,,,0.4,7.28,2.0,8.0,91.0,
-33.223333,-66.005556,ARG,,,,,,5.9,7.52,,,,
-33.223333,-66.005556,ARG,,,,,,6.9,7.89,,,,
-33.223333,-66.005556,ARG,,,,,,4.7,8.26,,,,
-33.223333,-66.005556,ARG,,,,,,3.3,8.4,,,,
-33.91,-66.418333,ARG,,,,,,29.6,7.64,14.0,56.0,30.0,
-33.91,-66.418333,ARG,,,,,,12.0,7.93,11.0,30.0,59.0,
-33.91,-66.418333,ARG,,,,,,5.5,8.28,10.0,25.0,65.0,
-33.91,-66.418333,ARG,,,,,,2.7,8.46,9.0,24.0,67.0,
-26.573184,-54.058835,ARG,,,,,,20.3,6.35,29.0,45.0,26.0,
-26.573184,-54.058835,ARG,,,,,,6.9,5.98,34.0,35.0,32.0,
-26.573184,-54.058835,ARG,,,,,,4.7,5.3,31.0,38.0,31.0,
-26.573184,-54.058835,ARG,,,,,,2.2,5.33,35.0,34.0,31.0,
-26.573184,-54.058835,ARG,,,,,,0.7,5.01,45.0,31.0,24.0,
-34.8175,-65.800556,ARG,,,,,,3.2,6.81,3.0,12.0,85.0,
-34.8175,-65.800556,ARG,,,,,,2.1,7.08,3.0,8.0,89.0,
-34.038611,-66.678333,ARG,,,,,,8.5,7.1,,,,
-34.038611,-66.678333,ARG,,,,,,4.9,8.3,,,,
-34.038611,-66.678333,ARG,,,,,,3.6,8.52,,,,
-34.038611,-66.678333,ARG,,,,,,1.8,9.24,,,,
-34.038611,-66.678333,ARG,,,,,,1.2,8.03,,,,
-33.181389,-66.004722,ARG,,,,,,11.7,8.08,,,,
-33.181389,-66.004722,ARG,,,,,,9.4,8.15,,,,
-33.181389,-66.004722,ARG,,,,,,6.2,8.39,,,,
-35.014167,-65.804167,ARG,,,,,,4.5,6.52,3.0,8.0,88.0,
-35.014167,-65.804167,ARG,,,,,,1.7,7.24,2.0,4.0,93.0,
-33.274444,-66.109167,ARG,,,,,,6.6,8.1,,,,
-33.274444,-66.109167,ARG,,,,,,4.7,8.22,,,,
-33.274444,-66.109167,ARG,,,,,,3.4,8.28,,,,
-33.3275,-66.114444,ARG,,,,,,13.3,7.87,,,,
-33.3275,-66.114444,ARG,,,,,,10.0,7.6,,,,
-33.3275,-66.114444,ARG,,,,,,7.2,7.6,,,,
-33.3275,-66.114444,ARG,,,,,,5.3,7.71,,,,
-33.3275,-66.114444,ARG,,,,,,4.2,8.18,,,,
-33.305278,-65.7125,ARG,,,,,,15.5,8.08,20.0,42.0,38.0,
-33.305278,-65.7125,ARG,,,,,,10.1,7.98,16.0,41.0,43.0,
-33.305278,-65.7125,ARG,,,,,,7.5,8.03,13.0,39.0,48.0,
-33.305278,-65.7125,ARG,,,,,,3.4,8.19,12.0,42.0,46.0,
-34.286949,-61.167776,ARG,,,,,,29.5,6.3,28.0,44.0,28.0,
-34.286949,-61.167776,ARG,,,,,,24.0,6.2,28.0,44.0,28.0,
-34.286949,-61.167776,ARG,,,,,,6.6,6.5,29.0,37.0,34.0,
-34.286949,-61.167776,ARG,,,,,,2.7,6.9,28.0,36.0,35.0,
-34.286949,-61.167776,ARG,,,,,,2.3,7.0,23.0,36.0,40.0,
-34.286949,-61.167776,ARG,,,,,,1.2,7.5,18.0,35.0,48.0,
-33.2925,-65.7725,ARG,,,,,,9.2,8.0,,,,
-33.2925,-65.7725,ARG,,,,,,6.2,8.4,,,,
-33.2925,-65.7725,ARG,,,,,,2.8,8.9,,,,
-33.255,-65.777222,ARG,,,,,,10.7,8.0,9.0,28.0,63.0,
-33.255,-65.777222,ARG,,,,,,6.9,8.1,10.0,23.0,67.0,
-33.255,-65.777222,ARG,,,,,,5.4,8.4,10.0,26.0,64.0,
-33.255,-65.777222,ARG,,,,,,2.7,8.7,9.0,28.0,63.0,
-32.931111,-65.538333,ARG,,,,,,9.3,8.02,14.0,59.0,27.0,
-32.931111,-65.538333,ARG,,,,,,5.4,8.39,16.0,61.0,23.0,
-33.2225,-66.103611,ARG,,,,,,11.0,6.91,,,,
-33.2225,-66.103611,ARG,,,,,,8.3,7.29,,,,
-33.2225,-66.103611,ARG,,,,,,5.2,8.19,,,,
-33.047778,-65.994444,ARG,,,,,,15.2,7.31,,,,
-33.047778,-65.994444,ARG,,,,,,11.6,7.78,,,,
-33.047778,-65.994444,ARG,,,,,,8.5,7.95,,,,
-34.31451,-61.078662,ARG,,,,,,6.2,9.8,13.0,36.0,51.0,
-34.31451,-61.078662,ARG,,,,,,3.4,9.3,24.0,28.0,48.0,
-34.31451,-61.078662,ARG,,,,,,2.5,8.9,23.0,28.0,49.0,
-33.141111,-65.714167,ARG,,,,,,12.8,8.5,,,,
-33.141111,-65.714167,ARG,,,,,,9.9,8.0,,,,
-33.141111,-65.714167,ARG,,,,,,8.3,8.7,,,,
-33.141111,-65.714167,ARG,,,,,,5.3,8.9,,,,
-33.183889,-65.870556,ARG,,,,,,12.0,8.3,,,,
-33.183889,-65.870556,ARG,,,,,,7.8,8.6,,,,
-33.183889,-65.870556,ARG,,,,,,5.5,8.4,,,,
-33.255,-65.864167,ARG,,,,,,13.7,7.5,,,,
-33.255,-65.864167,ARG,,,,,,7.6,8.6,,,,
-33.255,-65.864167,ARG,,,,,,2.6,9.1,,,,
-34.1825,-66.379444,ARG,,,,,,5.6,8.24,,,,
-34.1825,-66.379444,ARG,,,,,,4.5,8.37,,,,
-34.1825,-66.379444,ARG,,,,,,2.0,8.78,,,,
-34.312403,-60.977035,ARG,,,,,,21.4,5.5,23.0,54.0,24.0,
-34.312403,-60.977035,ARG,,,,,,10.9,5.9,22.0,52.0,26.0,
-34.312403,-60.977035,ARG,,,,,,6.5,6.0,27.0,46.0,27.0,
-34.312403,-60.977035,ARG,,,,,,4.5,6.3,25.0,48.0,27.0,
-34.312403,-60.977035,ARG,,,,,,16.8,5.7,24.0,52.0,25.0,
-34.312403,-60.977035,ARG,,,,,,2.3,6.5,22.0,49.0,29.0,
-34.164722,-66.675833,ARG,,,,,,7.6,7.51,,,,
-34.164722,-66.675833,ARG,,,,,,7.1,8.25,,,,
-34.164722,-66.675833,ARG,,,,,,6.9,8.05,,,,
-34.164722,-66.675833,ARG,,,,,,3.2,8.36,,,,
-34.136667,-66.543611,ARG,,,,,,5.5,8.14,,,,
-34.136667,-66.543611,ARG,,,,,,5.1,8.08,,,,
-34.136667,-66.543611,ARG,,,,,,3.4,8.28,,,,
-34.028611,-66.340556,ARG,,,,,,4.9,8.05,,,,
-34.028611,-66.340556,ARG,,,,,,4.7,8.07,12.0,30.0,58.0,
-34.028611,-66.340556,ARG,,,,,,3.2,8.11,,,,
-34.435,-66.256667,ARG,,,,,,6.4,8.29,,,,
-34.435,-66.256667,ARG,,,,,,4.8,8.3,,,,
-34.435,-66.256667,ARG,,,,,,4.0,8.33,,,,
-34.178542,-61.048769,ARG,,,,,,22.0,6.3,19.0,43.0,38.0,
-34.178542,-61.048769,ARG,,,,,,13.6,6.5,22.0,43.0,35.0,
-34.178542,-61.048769,ARG,,,,,,7.5,6.8,24.0,39.0,38.0,
-34.178542,-61.048769,ARG,,,,,,4.4,6.9,31.0,36.0,33.0,
-34.178542,-61.048769,ARG,,,,,,4.3,7.3,30.0,38.0,32.0,
-34.178542,-61.048769,ARG,,,,,,1.3,8.1,25.0,33.0,42.0,
-34.178542,-61.048769,ARG,,,,,,1.1,8.9,17.0,39.0,45.0,
-33.354722,-65.970556,ARG,,,,,,4.5,7.62,,,,
-33.354722,-65.970556,ARG,,,,,,4.5,8.13,,,,
-33.354722,-65.970556,ARG,,,,,,3.7,8.24,,,,
-33.354722,-65.970556,ARG,,,,,,2.9,8.56,,,,
-33.346389,-65.925833,ARG,,,,,,5.6,8.31,,,,
-33.346389,-65.925833,ARG,,,,,,5.6,8.44,,,,
-33.346389,-65.925833,ARG,,,,,,3.6,8.46,,,,
-33.346389,-65.925833,ARG,,,,,,2.3,8.61,,,,
-33.770556,-66.521667,ARG,,,,,,9.1,7.84,10.0,26.0,64.0,
-33.770556,-66.521667,ARG,,,,,,4.5,8.3,11.0,28.0,60.0,
-33.770556,-66.521667,ARG,,,,,,4.0,8.71,11.0,28.0,61.0,
-33.770556,-66.521667,ARG,,,,,,2.5,8.94,,,,
-33.9175,-66.34,ARG,,,,,,5.9,7.27,,,,
-33.9175,-66.34,ARG,,,,,,5.8,7.98,,,,
-33.9175,-66.34,ARG,,,,,,2.9,8.08,14.0,33.0,53.0,
-33.391944,-65.894722,ARG,,,,,,5.2,8.41,,,,
-33.391944,-65.894722,ARG,,,,,,4.8,8.02,,,,
-34.24183,-61.005493,ARG,,,,,,23.0,6.1,23.0,46.0,31.0,
-34.24183,-61.005493,ARG,,,,,,10.9,6.8,28.0,40.0,33.0,
-34.24183,-61.005493,ARG,,,,,,9.2,7.0,32.0,39.0,29.0,
-34.24183,-61.005493,ARG,,,,,,4.3,7.0,26.0,38.0,36.0,
-34.24183,-61.005493,ARG,,,,,,2.2,7.2,23.0,39.0,28.0,
-34.24183,-61.005493,ARG,,,,,,1.0,7.4,19.0,40.0,41.0,
-33.873056,-66.334444,ARG,,,,,,5.9,8.1,20.0,25.0,55.0,
-33.873056,-66.334444,ARG,,,,,,4.3,8.22,16.0,27.0,57.0,
-33.873056,-66.334444,ARG,,,,,,3.2,8.5,17.0,27.0,57.0,
-33.275556,-65.910556,ARG,,,,,,5.8,7.94,,,,
-33.275556,-65.910556,ARG,,,,,,4.8,8.23,,,,
-33.275556,-65.910556,ARG,,,,,,3.4,8.27,4.0,42.0,55.0,
-33.875833,-66.569444,ARG,,,,,,5.4,7.56,18.0,40.0,42.0,
-33.875833,-66.569444,ARG,,,,,,1.6,8.33,19.0,37.0,44.0,
-33.875833,-66.569444,ARG,,,,,,1.5,8.63,,,,
-33.881389,-66.418611,ARG,,,,,,19.3,6.11,16.0,36.0,47.0,
-33.881389,-66.418611,ARG,,,,,,6.1,7.85,,,,
-33.881389,-66.418611,ARG,,,,,,3.0,7.84,,,,
-33.835278,-66.375278,ARG,,,,,,6.3,7.3,,,,
-33.835278,-66.375278,ARG,,,,,,3.6,7.92,,,,
-33.835278,-66.375278,ARG,,,,,,1.2,8.45,,,,
-34.189383,-61.130948,ARG,,,,,,24.1,6.0,24.0,45.0,31.0,
-34.189383,-61.130948,ARG,,,,,,17.2,6.3,25.0,42.0,33.0,
-34.189383,-61.130948,ARG,,,,,,9.8,6.6,27.0,41.0,32.0,
-34.189383,-61.130948,ARG,,,,,,6.9,6.7,31.0,36.0,33.0,
-34.189383,-61.130948,ARG,,,,,,1.3,7.0,20.0,40.0,40.0,
-34.189383,-61.130948,ARG,,,,,,0.6,7.1,18.0,39.0,42.0,
-34.223207,-61.250325,ARG,,,,,,15.8,6.6,17.0,40.0,43.0,
-34.223207,-61.250325,ARG,,,,,,13.3,6.6,20.0,40.0,40.0,
-34.223207,-61.250325,ARG,,,,,,4.5,6.9,22.0,35.0,42.0,
-34.223207,-61.250325,ARG,,,,,,3.3,7.1,19.0,35.0,47.0,
-34.223207,-61.250325,ARG,,,,,,1.1,7.5,14.0,38.0,48.0,
-34.222221,-61.247223,ARG,,,,,,22.4,6.2,27.0,53.0,20.0,
-34.222221,-61.247223,ARG,,,,,,20.0,6.3,30.0,51.0,20.0,
-34.222221,-61.247223,ARG,,,,,,8.7,6.7,29.0,51.0,20.0,
-34.222221,-61.247223,ARG,,,,,,5.0,7.0,33.0,47.0,20.0,
-34.222221,-61.247223,ARG,,,,,,3.5,7.2,35.0,43.0,22.0,
-34.222221,-61.247223,ARG,,,,,,3.1,7.2,31.0,39.0,30.0,
-34.222221,-61.247223,ARG,,,,,,,7.3,21.0,36.0,43.0,
-34.222221,-61.247223,ARG,,,,,,,7.7,12.0,40.0,48.0,
-33.806667,-66.279722,ARG,,,,,,5.8,7.84,,,,
-33.806667,-66.279722,ARG,,,,,,4.9,7.8,,,,
-33.806667,-66.279722,ARG,,,,,,4.5,8.05,,,,
-33.771389,-66.325,ARG,,,,,,14.9,7.35,22.0,42.0,36.0,
-33.771389,-66.325,ARG,,,,,,8.4,6.96,,,,
-33.771389,-66.325,ARG,,,,,,7.5,7.7,21.0,39.0,40.0,
-33.771389,-66.325,ARG,,,,,,4.7,7.95,17.0,38.0,45.0,
-33.771389,-66.325,ARG,,,,,,3.6,8.01,,,,
-33.521667,-66.183333,ARG,,,,,,9.4,7.45,,,,
-33.521667,-66.183333,ARG,,,,,,4.8,8.11,,,,
-33.521667,-66.183333,ARG,,,,,,3.4,8.1,,,,
-34.219565,-61.25133,ARG,,,,,,7.0,7.5,11.0,40.0,50.0,
-34.219565,-61.25133,ARG,,,,,,7.0,7.5,11.0,40.0,50.0,
-34.219565,-61.25133,ARG,,,,,,3.4,9.3,31.0,31.0,38.0,
-34.219565,-61.25133,ARG,,,,,,2.5,9.3,21.0,32.0,47.0,
-33.388611,-66.111944,ARG,,,,,,4.4,8.08,,,,
-33.388611,-66.111944,ARG,,,,,,4.8,8.11,,,,
-33.388611,-66.111944,ARG,,,,,,3.8,8.24,,,,
-33.388611,-66.111944,ARG,,,,,,2.1,8.49,,,,
-33.4325,-66.087778,ARG,,,,,,5.8,7.19,,,,
-33.4325,-66.087778,ARG,,,,,,5.6,7.23,,,,
-33.4325,-66.087778,ARG,,,,,,4.9,7.65,,,,
-33.4325,-66.087778,ARG,,,,,,2.5,8.29,,,,
-33.346667,-65.679722,ARG,,,,,,3.5,7.58,,,,
-33.346667,-65.679722,ARG,,,,,,4.5,8.63,,,,
-33.346667,-65.679722,ARG,,,,,,3.6,8.72,,,,
-33.346667,-65.679722,ARG,,,,,,1.9,9.06,,,,
-33.454167,-65.671667,ARG,,,,,,4.5,7.49,,,,
-33.454167,-65.671667,ARG,,,,,,3.7,8.34,,,,
-33.454167,-65.671667,ARG,,,,,,2.7,8.51,,,,
-34.134741,-60.995909,ARG,,,,,,18.9,6.0,23.0,49.0,28.0,
-34.134741,-60.995909,ARG,,,,,,18.9,6.0,24.0,47.0,30.0,
-34.134741,-60.995909,ARG,,,,,,74.6,6.7,26.0,48.0,26.0,
-34.134741,-60.995909,ARG,,,,,,4.7,6.9,36.0,39.0,26.0,
-34.134741,-60.995909,ARG,,,,,,3.5,6.7,28.0,42.0,30.0,
-34.134741,-60.995909,ARG,,,,,,2.5,7.1,17.0,44.0,39.0,
-34.134741,-60.995909,ARG,,,,,,1.4,7.2,14.0,47.0,39.0,
-34.134741,-60.995909,ARG,,,,,,,8.4,13.0,53.0,34.0,
-25.680007,-54.316027,ARG,,,,,,16.0,5.23,68.0,26.0,7.0,
-25.680007,-54.316027,ARG,,,,,,8.6,4.9,9.0,64.0,27.0,
-25.680007,-54.316027,ARG,,,,,,6.9,4.66,18.0,69.0,13.0,
-25.680007,-54.316027,ARG,,,,,,5.9,5.2,42.0,52.0,5.0,
-25.680007,-54.316027,ARG,,,,,,4.7,5.46,38.0,40.0,22.0,
-35.016667,-65.831667,ARG,,,,,,2.9,6.84,4.0,8.0,88.0,
-35.016667,-65.831667,ARG,,,,,,0.9,7.23,,,,
-35.136944,-65.826389,ARG,,,,,,4.0,6.4,5.0,19.0,76.0,
-35.136944,-65.826389,ARG,,,,,,0.9,7.28,4.0,8.0,88.0,
-34.024686,-60.803312,ARG,,,,,,22.9,5.4,25.0,56.0,19.0,
-34.024686,-60.803312,ARG,,,,,,11.0,5.6,24.0,58.0,18.0,
-34.024686,-60.803312,ARG,,,,,,6.9,5.9,27.0,55.0,18.0,
-34.024686,-60.803312,ARG,,,,,,5.5,6.6,35.0,47.0,18.0,
-34.024686,-60.803312,ARG,,,,,,4.0,6.8,29.0,56.0,15.0,
-34.024686,-60.803312,ARG,,,,,,2.8,7.0,24.0,54.0,22.0,
-34.024686,-60.803312,ARG,,,,,,1.2,8.5,6.0,58.0,36.0,
-32.372222,-66.524722,ARG,,,,,,4.6,7.8,13.0,29.0,58.0,
-32.372222,-66.524722,ARG,,,,,,3.8,8.4,13.0,32.0,55.0,
-32.372222,-66.524722,ARG,,,,,,2.7,8.2,12.0,30.0,58.0,
-32.372222,-66.524722,ARG,,,,,,1.6,8.1,13.0,24.0,63.0,
-32.530278,-66.336111,ARG,,,,,,10.1,7.6,,,,
-32.530278,-66.336111,ARG,,,,,,7.0,8.3,,,,
-32.530278,-66.336111,ARG,,,,,,5.1,8.3,,,,
-32.530278,-66.336111,ARG,,,,,,3.3,8.2,,,,
-34.099444,-65.170833,ARG,,,,,,6.0,7.0,8.0,11.0,81.0,
-34.099444,-65.170833,ARG,,,,,,3.2,7.8,7.0,7.0,86.0,
-34.099444,-65.170833,ARG,,,,,,2.5,8.3,5.0,9.0,86.0,
-34.071389,-65.283611,ARG,,,,,,5.4,7.3,8.0,11.0,82.0,
-34.071389,-65.283611,ARG,,,,,,3.6,7.3,,,,
-34.071389,-65.283611,ARG,,,,,,1.6,8.9,4.0,8.0,88.0,
-34.003694,-60.882545,ARG,,,,,,27.8,5.7,24.0,59.0,17.0,
-34.003694,-60.882545,ARG,,,,,,17.3,5.9,24.0,61.0,15.0,
-34.003694,-60.882545,ARG,,,,,,8.5,6.1,31.0,53.0,16.0,
-34.003694,-60.882545,ARG,,,,,,6.4,6.4,34.0,54.0,12.0,
-34.003694,-60.882545,ARG,,,,,,4.2,6.5,27.0,50.0,23.0,
-34.003694,-60.882545,ARG,,,,,,2.9,6.7,17.0,61.0,22.0,
-34.003694,-60.882545,ARG,,,,,,2.2,7.0,12.0,66.0,23.0,
-34.671389,-65.332778,ARG,,,,,,6.2,6.6,,,,
-34.671389,-65.332778,ARG,,,,,,3.6,7.1,,,,
-34.671389,-65.332778,ARG,,,,,,2.0,8.1,,,,
-34.671389,-65.332778,ARG,,,,,,2.0,8.63,,,,
-34.563056,-65.142222,ARG,,,,,,5.5,6.51,,,,
-34.563056,-65.142222,ARG,,,,,,2.1,7.02,,,,
-34.563056,-65.142222,ARG,,,,,,1.3,7.57,,,,
-34.458056,-65.142222,ARG,,,,,,4.3,6.45,,,,
-34.458056,-65.142222,ARG,,,,,,1.3,7.23,,,,
-26.175898,-54.583516,ARG,,,,,,9.4,5.25,67.0,22.0,11.0,
-26.175898,-54.583516,ARG,,,,,,7.1,4.7,82.0,12.0,7.0,
-26.175898,-54.583516,ARG,,,,,,3.2,4.98,81.0,12.0,8.0,
-26.175898,-54.583516,ARG,,,,,,2.2,5.52,83.0,10.0,7.0,
-33.135,-65.359167,ARG,,,,,,8.6,7.04,,,,
-33.135,-65.359167,ARG,,,,,,6.5,8.02,,,,
-33.135,-65.359167,ARG,,,,,,10.9,8.22,,,,
-33.109444,-65.284167,ARG,,,,,,11.4,7.23,,,,
-33.109444,-65.284167,ARG,,,,,,5.9,7.93,,,,
-33.109444,-65.284167,ARG,,,,,,3.9,8.08,,,,
-27.983958,-55.783072,ARG,,,,,,57.9,4.99,67.0,30.0,3.0,
-27.983958,-55.783072,ARG,,,,,,46.2,4.67,62.0,34.0,4.0,
-27.983958,-55.783072,ARG,,,,,,6.5,4.91,63.0,29.0,8.0,
-27.983958,-55.783072,ARG,,,,,,7.0,4.92,63.0,26.0,10.0,
-33.085,-65.198611,ARG,,,,,,14.4,7.24,,,,
-33.085,-65.198611,ARG,,,,,,7.8,7.95,,,,
-33.085,-65.198611,ARG,,,,,,4.2,8.11,,,,
-34.07749,-60.915544,ARG,,,,,,24.7,6.0,19.0,56.0,24.0,
-34.07749,-60.915544,ARG,,,,,,16.5,6.2,19.0,54.0,27.0,
-34.07749,-60.915544,ARG,,,,,,6.8,6.3,24.0,49.0,27.0,
-34.07749,-60.915544,ARG,,,,,,5.5,6.4,28.0,50.0,22.0,
-34.07749,-60.915544,ARG,,,,,,2.9,6.6,24.0,49.0,26.0,
-34.07749,-60.915544,ARG,,,,,,2.2,9.3,,,,
-33.107778,-65.235,ARG,,,,,,10.5,7.76,,,,
-33.107778,-65.235,ARG,,,,,,7.6,7.97,,,,
-33.107778,-65.235,ARG,,,,,,3.7,8.05,,,,
-33.141389,-65.359722,ARG,,,,,,10.8,6.85,,,,
-33.141389,-65.359722,ARG,,,,,,5.4,8.01,,,,
-33.141389,-65.359722,ARG,,,,,,2.7,8.18,,,,
-27.484441,-55.740393,ARG,,,,,,26.0,4.78,58.0,36.0,7.0,
-27.484441,-55.740393,ARG,,,,,,8.8,4.51,57.0,28.0,14.0,
